Source sentence,Answer sentence
村民燃放烟花，烟花引起爆炸，导致被-震碎，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,村民燃放烟花是导致被-震碎的无关事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,烟花引起爆炸是村民燃放烟花的后续事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,烟花引起爆炸是导致起火的原因事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,公安/消防/交警/120急救中心赶赴现场是导致起火的后续事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,公安/消防/交警/120急救中心进行抢救是公安/消防/交警/120急救中心赶赴现场的后续事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,清理尸体是公安/消防/交警/120急救中心进行抢救的后续事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,被-救治是清理尸体的后续事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,伤员死亡是被-救治的后续事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,导致起火是被-救治的无关事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,导致起火是被-救治的无关事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,公安/消防/交警/120急救中心进行抢救是烟花引起爆炸的无关事件。
村民燃放烟花，烟花引起爆炸，导致起火，公安/消防/交警/120急救中心赶赴现场，公安/消防/交警/120急救中心进行抢救，清理尸体，被-救治，伤员死亡，,被-救治是公安/消防/交警/120急救中心赶赴现场的无关事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,烟雾弥漫是顶楼发生大火的后续事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,消防车到达现场是烟雾弥漫的后续事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,消防车救火是消防车到达现场的后续事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,大火被-扑灭是消防车救火的后续事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,情况不明是大火被-扑灭的后续事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,大火被-扑灭是烟雾弥漫的无关事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,大火被-扑灭是消防车到达现场的无关事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,消防车到达现场是顶楼发生大火的无关事件。
顶楼发生大火，烟雾弥漫，消防车到达现场，消防车救火，大火被-扑灭，情况不明，,消防车救火是顶楼发生大火的无关事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,路段发生车祸是受影响的后续事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,救援结束是路段发生车祸的后续事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,伤者被-救治是救援结束的后续事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,交警托运车辆是伤者被-救治的后续事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,交通疏导是交警托运车辆的后续事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,方向恢复交通是交通疏导的后续事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,交通疏导是受影响的无关事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,受影响是伤者被-救治的无关事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,交警托运车辆是受影响的无关事件。
受影响，路段发生车祸，救援结束，伤者被-救治，交警托运车辆，交通疏导，方向恢复交通，,交警托运车辆是路段发生车祸的无关事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,死亡人是发生交通事故的后续事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,重伤人是死亡人的后续事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,轻伤人是重伤人的后续事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,现场清理完毕是轻伤人的后续事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,道路疏通是现场清理完毕的后续事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,发生交通事故是现场清理完毕的无关事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,死亡人是轻伤人的无关事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,发生交通事故是重伤人的无关事件。
发生交通事故，死亡人，重伤人，轻伤人，现场清理完毕，道路疏通，,发生交通事故是现场清理完毕的无关事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,人员遇难是工作面发生突水事故的后续事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,矿业集团启动救援预案是人员遇难的后续事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,领导赶赴现场是矿业集团启动救援预案的后续事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,领导组织救援工作是领导赶赴现场的后续事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,调查报告公布是领导组织救援工作的后续事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,处理事故责任人是调查报告公布的后续事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,领导赶赴现场是调查报告公布的无关事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,领导组织救援工作是工作面发生突水事故的无关事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,工作面发生突水事故是矿业集团启动救援预案的无关事件。
工作面发生突水事故，人员遇难，矿业集团启动救援预案，领导赶赴现场，领导组织救援工作，调查报告公布，处理事故责任人，,矿业集团启动救援预案是领导组织救援工作的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车倒地是警车避让客车的后续事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车侧翻是警车倒地的后续事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车撞围墙是警车侧翻的后续事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车撞围墙是造成死亡的原因事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,造成死亡是警车倒地的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车侧翻是造成死亡的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车侧翻是造成死亡的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成死亡，,警车避让客车是造成死亡的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车倒地是警车避让客车的后续事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车侧翻是警车倒地的后续事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车撞围墙是警车侧翻的后续事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车撞围墙是造成受伤的原因事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车侧翻是警车避让客车的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车倒地是警车撞围墙的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车撞围墙是警车避让客车的无关事件。
警车避让客车，警车倒地，警车侧翻，警车撞围墙，造成受伤，,警车避让客车是警车侧翻的无关事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,一家被-害是发生灭门案的后续事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,嫌疑人被-抓获是一家被-害的后续事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,北京一中院作出判决是嫌疑人被-抓获的后续事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,北京一中院判处死刑是北京一中院作出判决的后续事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,罪犯被-执行死刑是北京一中院判处死刑的后续事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,发生灭门案是嫌疑人被-抓获的无关事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,北京一中院判处死刑是发生灭门案的无关事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,北京一中院作出判决是一家被-害的无关事件。
发生灭门案，一家被-害，嫌疑人被-抓获，北京一中院作出判决，北京一中院判处死刑，罪犯被-执行死刑，,嫌疑人被-抓获是发生灭门案的无关事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是造成受灾的原因事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是死亡人的原因事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,死亡人是造成受灾的后续事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,转移人是死亡人的后续事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是转移人的后续事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,倒塌房屋是安置人的后续事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,损坏房屋是倒塌房屋的后续事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,通讯保持正常是损坏房屋的后续事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,死亡人是倒塌房屋的无关事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,造成受灾是转移人的无关事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是造成受灾的无关事件。
发生地震，造成受灾，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是损坏房屋的无关事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是死亡人的原因事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,转移人是死亡人的后续事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是转移人的后续事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,倒塌房屋是安置人的后续事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,损坏房屋是倒塌房屋的后续事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,通讯保持正常是损坏房屋的后续事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是转移人的无关事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,死亡人是倒塌房屋的无关事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是倒塌房屋的无关事件。
发生地震，死亡人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,损坏房屋是转移人的无关事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是失踪人的原因事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,转移人是失踪人的后续事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是转移人的后续事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,倒塌房屋是安置人的后续事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,损坏房屋是倒塌房屋的后续事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,通讯保持正常是损坏房屋的后续事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是损坏房屋的无关事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是失踪人的无关事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,转移人是倒塌房屋的无关事件。
发生地震，失踪人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是倒塌房屋的无关事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是受伤人的原因事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,转移人是受伤人的后续事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是转移人的后续事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,倒塌房屋是安置人的后续事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,损坏房屋是倒塌房屋的后续事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,通讯保持正常是损坏房屋的后续事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,安置人是受伤人的无关事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,发生地震是损坏房屋的无关事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,转移人是损坏房屋的无关事件。
发生地震，受伤人，转移人，安置人，倒塌房屋，损坏房屋，通讯保持正常，,受伤人是安置人的无关事件。
工地发生垮塌，导致破裂，路人受伤，片区停气，,工地发生垮塌是导致破裂的原因事件。
工地发生垮塌，导致破裂，路人受伤，片区停气，,路人受伤是导致破裂的后续事件。
工地发生垮塌，导致破裂，路人受伤，片区停气，,片区停气是路人受伤的后续事件。
工地发生垮塌，导致爆炸，路人受伤，片区停气，,工地发生垮塌是导致爆炸的原因事件。
工地发生垮塌，导致爆炸，路人受伤，片区停气，,路人受伤是导致爆炸的后续事件。
工地发生垮塌，导致爆炸，路人受伤，片区停气，,片区停气是路人受伤的后续事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,驴友/向导被-困是警方接到报警的后续事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,驴友失去联系是驴友/向导被-困的后续事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,消防部门赶赴现场是驴友失去联系的后续事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,进行搜救是消防部门赶赴现场的后续事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,驴友被-找到是进行搜救的后续事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,消防部门赶赴现场是驴友/向导被-困的无关事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,进行搜救是驴友/向导被-困的无关事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,警方接到报警是进行搜救的无关事件。
警方接到报警，驴友/向导被-困，驴友失去联系，消防部门赶赴现场，进行搜救，驴友被-找到，,进行搜救是警方接到报警的无关事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,消防员赶到现场是车自燃的后续事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,车自燃是火灾没有-造成伤亡的原因事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,消防员灭火是消防员赶到现场的后续事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,交警采取管制是消防员灭火的后续事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,火灾没有-造成伤亡是交警采取管制的后续事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,车自燃是消防员灭火的无关事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,消防员灭火是车自燃的无关事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,交警采取管制是车自燃的无关事件。
车自燃，消防员赶到现场，消防员灭火，交警采取管制，火灾没有-造成伤亡，,消防员灭火是车自燃的无关事件。
车自燃，火灾没有-造成伤亡，,车自燃是火灾没有-造成伤亡的原因事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,幼儿遭遇扎针是家长反映的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,警方进行通报是家长反映的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,老师喂药片是幼儿遭遇扎针的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,家长提供照片是老师喂药片的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,警方进行通报是家长提供照片的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,教师被-刑拘是警方进行通报的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,机构发布道歉信是教师被-刑拘的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,检察机关提起公诉是机构发布道歉信的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,法院公开宣判是检察机关提起公诉的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,法院判处被告人是法院公开宣判的后续事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,教师被-刑拘是法院公开宣判的无关事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,法院判处被告人是教师被-刑拘的无关事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,检察机关提起公诉是教师被-刑拘的无关事件。
家长反映，幼儿遭遇扎针，老师喂药片，家长提供照片，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,教师被-刑拘是检察机关提起公诉的无关事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,警方进行通报是家长反映的后续事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,教师被-刑拘是警方进行通报的后续事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,机构发布道歉信是教师被-刑拘的后续事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,检察机关提起公诉是机构发布道歉信的后续事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,法院公开宣判是检察机关提起公诉的后续事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,法院判处被告人是法院公开宣判的后续事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,机构发布道歉信是法院判处被告人的无关事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,机构发布道歉信是警方进行通报的无关事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,家长反映是教师被-刑拘的无关事件。
家长反映，警方进行通报，教师被-刑拘，机构发布道歉信，检察机关提起公诉，法院公开宣判，法院判处被告人，,家长反映是检察机关提起公诉的无关事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,救援队搜救是登山爱好者失踪的后续事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,人被-发现是救援队搜救的后续事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,人无生命迹象是人被-发现的后续事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,判断死因是人无生命迹象的后续事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,人无生命迹象是救援队搜救的无关事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,人被-发现是登山爱好者失踪的无关事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,登山爱好者失踪是人无生命迹象的无关事件。
登山爱好者失踪，救援队搜救，人被-发现，人无生命迹象，判断死因，,人无生命迹象是救援队搜救的无关事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,劫持童是男子走进大厦的后续事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,警方进入现场是劫持童的后续事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,制服嫌犯是警方进入现场的后续事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,解救人质是制服嫌犯的后续事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,制服嫌犯是男子走进大厦的无关事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,劫持童是制服嫌犯的无关事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,制服嫌犯是劫持童的无关事件。
男子走进大厦，劫持童，警方进入现场，制服嫌犯，解救人质，,劫持童是制服嫌犯的无关事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,再次-发生地震是发生地震的后续事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,发生余震是再次-发生地震的后续事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,发生余震是地震造成受灾的原因事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,发生余震是地震造成倒塌的原因事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,发生余震是地震造成受损的原因事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,发生余震是地震导致损毁的原因事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,地震造成倒塌是地震造成受灾的后续事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,地震造成倒塌是地震造成受损的原因事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,地震导致损毁是地震造成受损的后续事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,地震造成受损是地震造成倒塌的原因事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,发生地震是发生余震的无关事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,地震造成倒塌是发生地震的无关事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,再次-发生地震是地震造成受灾的无关事件。
发生地震，再次-发生地震，发生余震，地震造成受灾，地震造成倒塌，地震造成受损，地震导致损毁，,再次-发生地震是地震造成受灾的无关事件。
发生地震，再次-发生地震，发生余震，地震造成倒塌，地震造成受损，地震导致损毁，,再次-发生地震是发生地震的后续事件。
